Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery				,region_total,puntos_miles,puntos_IGV
55113,Portugal,The blend of local Douro white grapes gives a soft wine that has a fine streak of freshness. Citrus is balanced with white peach and shot through with mineral acidity. Drink this wine now.,Rede Colheita Branco,85,12.0,Douro,,,Roger Voss,@vossroger,Quinta da Rede 2015 Rede Colheita Branco White (Douro),Portuguese White,Quinta da Rede				,,85000,15.299999999999999
55129,Portugal,"A young and fruity wine that is soft with gentle tannins and juicy black currant fruit flavors. It is ripe, fresh and balanced with generous acidity at the end. Drink now.",Colheita,85,12.0,Douro,,,Roger Voss,@vossroger,Casa de Cambres 2014 Colheita Red (Douro),Portuguese Red,Casa de Cambres				,,85000,15.299999999999999
55386,Portugal,"The Avesso grape is grown mainly in the south of Vinho Verde, in the warmer area nearer the Douro. Green plums and white peach flavors give this a ripe character while the citric edge adds the freshness. Drink this attractive wine now.",,88,12.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2015 Avesso (Vinho Verde),Avesso,Casa de Vilacetinho				,,88000,15.84
55590,Portugal,"Oscar Quevedo, a new star of the Douro, has produced a stylish wine, suffused with tannins, fresh acidity, solid black fruits and a lively bright feel. It is ready to drink, but could age 3â€“4 years.",Oscar's,88,12.0,Douro,,,Roger Voss,@vossroger,Quevedo 2008 Oscar's Red (Douro),Portuguese Red,Quevedo				,,88000,15.84
55754,Portugal,"A blend of FernÃ£o Pires and Arinto, this fruity wine is deliciously refreshing and crisp, with great acidity. It is bright with lemon acidity finished with pink grapefruit. Drink now.",Samora Branco,86,12.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Samora Branco White (Tejo),Portuguese White,Wines & Winemakers				,,86000,15.479999999999999
56306,Portugal,"From a region well-known for its sparkling wines, this is a fruity wine with soft acidity and a ripe apple character. It has a light mousse, creamy rather than crisp. Drink now.",Grande CuvÃ©e Chardonnay-Arinto,86,12.0,Bairrada,,,Roger Voss,@vossroger,Caves da Montanha 2009 Grande CuvÃ©e Chardonnay-Arinto Sparkling (Bairrada),Portuguese Sparkling,Caves da Montanha				,,86000,15.479999999999999
56325,Portugal,This soft wine is ripe with berry fruitiness. It has a warm sunny character while still demonstrating smoothness and flashing bright blackberry flavor and balanced acidity. Drink now.,Tagus Creek Cabernet Sauvignon-Aragonez,86,12.0,Tejo,,,Roger Voss,@vossroger,Falua 2014 Tagus Creek Cabernet Sauvignon-Aragonez Red (Tejo),Portuguese Red,Falua				,,86000,15.479999999999999
57371,Portugal,"The wine is rich, bringing together two great white grapes. Both give the ripe smooth texture, while the Alvarinho also brings in its crisper charms. Pear and green-plum flavors dominate this intense and concentrated wine. Drink from late 2017.",DFJ Alvarinho-Chardonnay,89,12.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2016 DFJ Alvarinho-Chardonnay White (Lisboa),Portuguese White,DFJ Vinhos				,,89000,16.02
57560,Portugal,"The wine is dusty, dry with layers of fruit that are still developing. Blackberry fruitiness is embedded in the firm structure of this stylish wine. It has a delicious, juicy aftertaste. Drink from 2017.",Azul Portugal,89,12.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Azul Portugal Red (Tejo),Portuguese Red,Wines & Winemakers				,,89000,16.02
58285,Portugal,"Fruity, full-bodied wine, with tropical fruits, pear and sweet orange flavors. The acidity is just right, but richness is where this is going.",Marques de Borba,86,12.0,Alentejo,,,Roger Voss,@vossroger,J. Portugal Ramos 2007 Marques de Borba White (Alentejo),Portuguese White,J. Portugal Ramos				,,86000,15.479999999999999
58324,Portugal,"This is a finely made, easy to drink wine. It is soft, round, with spice and light tannins, a wine that would travel to parties, barbecues and pasta bakes. The acidity from the blackberry flavor keeps it fresh and fruity.",Tagus Creek Shiraz and Trincadeira,87,12.0,Alentejano,,,Roger Voss,@vossroger,Falua 2012 Tagus Creek Shiraz and Trincadeira Red (Alentejano),Portuguese Red,Falua				,,87000,15.66
58333,Portugal,"The name of the wine is, of course, a branding exercise in itself. Luckily, the wine inside the bottle is ripe and enjoyable. It's fruity, soft, gently tannic with juicy red fruits and black plums, all finished with fresh acidity. Drink now. Screwcap.",NBNC = No Branding No Cry,87,12.0,Lisboa,,,Roger Voss,@vossroger,Vidigal 2012 NBNC = No Branding No Cry Red (Lisboa),Portuguese Red,Vidigal				,,87000,15.66
58676,Portugal,"With vines in the south of the Vinho Verde region, the estate has wines with a warm, ripe character. This example shows a richer side of Vinho Verde while preserving the natural crisp edge. Tropical fruits are balanced with a citrus aftertaste. Drink now.",,89,12.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2015 Loureiro (Vinho Verde),Loureiro,Casa de Vilacetinho				,,89000,16.02
59183,Portugal,"Here's a smooth and juicy wine that has great black fruit aromas and flavors. It has good balance between the dry tannins and firm structure of DÃ£o and the fruity character, meaning it is likely to develop over the medium term. Drink from 2015.",Casa da Passarella A Descoberta Colheita,88,12.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2010 Casa da Passarella A Descoberta Colheita Red (DÃ£o),Portuguese Red,Casa da Passarella				,,88000,15.84
59184,Portugal,"With great fragrance and just a touch of spiciness, this is full-bodied ripe wine. Along with the more exotic flavors, it has intense apple and nectarine fruit, and a bright, tight texture. Drink now, or age for a year.",Somontes Colheita Branco,88,12.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2012 Somontes Colheita Branco White (DÃ£o),Portuguese White,Casa da Passarella				,,88000,15.84
59486,Portugal,This blend of Arinto and FernÃ£o Pires is soft and bland. Its light fruit and acidity feel open and ripe.,Azul Portugal,84,12.0,Palmela,,,Roger Voss,@vossroger,Wines & Winemakers 2015 Azul Portugal White (Palmela),Portuguese White,Wines & Winemakers				,,84000,15.12
59488,Portugal,"This is a soft and crisp wine that shows attractive, tangy orange flavor and has plenty of acidity to keep it as fresh as possible. Drink now.",Terra de Touros,84,12.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Monteiro 2015 Terra de Touros Arinto (Tejo),Arinto,Quinta do Casal Monteiro				,,84000,15.12
59590,Portugal,"There is an earthy element to this ripe and fruity wine. It adds some herbal flavors to the tannins, red fruits and final acidity. Drink this wine soon, and until 2020.",ChaminÃ©,86,12.0,Alentejano,,,Roger Voss,@vossroger,Cortes de Cima 2012 ChaminÃ© Red (Alentejano),Portuguese Red,Cortes de Cima				,,86000,15.479999999999999
60567,Portugal,"A wood-aged, rich wine that shows big, ripe fruits and a good spice and toast element from the wood, balanced by white nectarines and currants. It is full, rounded and creamy.",Falcoaria,88,12.0,Ribatejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2006 Falcoaria FernÃ£o Pires (Ribatejo),FernÃ£o Pires,Quinta do Casal Branco				,,88000,15.84
60725,Portugal,"This is a broad, earthy wine showing black fruits and a rich aftertaste. It has spice, juicy acidity and tannins in the background. The fruit is verging on overripe, giving a jammy aftertaste.",Alves Vieira,84,12.0,Alentejano,,,Roger Voss,@vossroger,EspaÃ§o Rural 2014 Alves Vieira Red (Alentejano),Portuguese Red,EspaÃ§o Rural				,,84000,15.12
62600,Portugal,"The wine is soft and smooth with yellow fruits and a light texture. It is ripe, generous balancing fruit against the rounded perfumed structure. The wine is ready to drink.",Coroa d'Ouro Branco,86,12.0,Douro,,,Roger Voss,@vossroger,PoÃ§as 2014 Coroa d'Ouro Branco White (Douro),Portuguese White,PoÃ§as				,,86000,15.479999999999999
62625,Portugal,"A blend of four grapes, this structured wine shows big black fruitiness along with fresh acidity. It's still young, bright with acidity and needs time to round out. Drink from 2017.",Companhia das LezÃ­rias Samora,88,12.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2013 Companhia das LezÃ­rias Samora Red (Tejo),Portuguese Red,Wines & Winemakers				,,88000,15.84
62630,Portugal,"Generous, fruity and rich, this ripe wine has black chocolate flavors to go with its soft tannins and rounded structure. At the end, acidity gives freshness and blackberry-jelly sweetness.",,88,12.0,Bairrada,,,Roger Voss,@vossroger,Nelson Neves 2012 Merlot (Bairrada),Merlot,Nelson Neves				,,88000,15.84
62969,Portugal,"Named after a local landmark, this is rich for a Vinho Verde, a soft blend of Alvarinho and Trajadura that brings out white fruits as well as a more citrus character. It's very aromatic, fruity and worth keeping a few months.",Torre de Menagem,88,12.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de MelgaÃ§o 2012 Torre de Menagem White (Vinho Verde),Portuguese White,Quintas de MelgaÃ§o				,,88000,15.84
63651,Portugal,"The cork label of this rich, smooth wine is a reminder that Alentejo's vines are interspersed with the trees that provide much of the world's cork. The wine has a rich southern character, soft tannins and plenty of blackberry fruits. It is ready to drink.",SÃ£o Miguel do Sul,88,12.0,Alentejano,,,Roger Voss,@vossroger,Casa Agricola Alexandre Relvas 2016 SÃ£o Miguel do Sul Red (Alentejano),Portuguese Red,Casa Agricola Alexandre Relvas				,,88000,15.84
64710,Portugal,"Blending Encruzado and Malvasia Fina, this lightly wood-aged wine is rich, stylish and full of young fruit flavors. Green plums, apricots and a squeeze of lemon all give their bright character to the palate. There is a firm, mineral texture that promises some aging	 drink from 2017.",Ribeiro Santo,89,12.0,DÃ£o,,,Roger Voss,@vossroger,Magnum Vinhos 2014 Ribeiro Santo White (DÃ£o),Portuguese White,Magnum Vinhos			,,89000,16.02
64906,Portugal,"This is a blend of Alvarinho and Trajadura, a lively, fruity wine that has just a hint of a prickle on the tongue. It has apple and grapefruit flavors that are fresh and deliciously crisp. The wine is ready to drink.",Torre de Menagem Escolha,88,12.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de MelgaÃ§o 2015 Torre de Menagem Escolha White (Vinho Verde),Portuguese White,Quintas de MelgaÃ§o				,,88000,15.84
64961,Portugal,"This is a bright lemon and grapefruit flavored wine that has lively acidity and the lightest touch of mineral texture. It's crisp, refreshing and will be ready to drink from mid-2016.",Duas Quintas Branco,85,12.0,Douro,,,Roger Voss,@vossroger,Ramos-Pinto 2014 Duas Quintas Branco White (Douro),Portuguese White,Ramos-Pinto				,,85000,15.299999999999999
64981,Portugal,This is a soft ripe wine that has yellow fruits alongside crisper red apples and touches of grapefruit. That makes for a balanced light wine that has a fine texture and a fresh aftertaste. Drink now.,Monta da BaÃ­a Branco,85,12.0,PenÃ­nsula de SetÃºbal,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Monta da BaÃ­a Branco White (PenÃ­nsula de SetÃºbal),Portuguese White,Wines & Winemakers				,,85000,15.299999999999999
947,Portugal,"Just lightly touched by wood this is a bright and fruity wine that is ready to drink. Spice and red-berry fruits dominate, lifted by balanced tannins. Drink now.",Evel Tinto,87,13.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2014 Evel Tinto Red (Douro),Portuguese Red,Real Companhia Velha				,,87000,15.66
1308,Portugal,"This blend of Alvarinho and Trajadura is initially crisp and fresh. Gradually, it broadens out into a rich wine with a blend between lemon and yellow fruits that is delicious and concentrated. This tangy wine is developing well, and is ready to drink now although it will age.",Torre de Menagem Escolha,89,13.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de MelgaÃ§o 2014 Torre de Menagem Escolha White (Vinho Verde),Portuguese White,Quintas de MelgaÃ§o				,,89000,16.02
1528,Portugal,This is a really refreshing style of rosÃ©. Its fruity raspberry and red-currant flavors are shot through with fine acidity and a lively crisp aftertaste. Drink this attractive wine now.,Pouca Roupa,86,13.0,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2016 Pouca Roupa RosÃ© (Alentejano),RosÃ©,J. Portugal Ramos				,,86000,15.479999999999999
1663,Portugal,"This wine is smooth and soft, with an attractive creamy texture and light acidity. Yellow fruits and stewed pears are lifted by a mineral texture. The wine is named after the vineyard rather than after the literal Portuguese meaning of â€œscantily dressed.â€ Drink now.",Pouca Roupa Branco,85,13.0,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2015 Pouca Roupa Branco White (Alentejano),Portuguese White,J. Portugal Ramos				,,85000,15.299999999999999
1821,Portugal,"Grassy, green aromas give this a herbal, crisp taste. It is tight and tangy, with green fruit aromas and a fresh aftertaste. Drink now.",Alves Vieira Branco,85,13.0,Alentejano,,,Roger Voss,@vossroger,EspaÃ§o Rural 2014 Alves Vieira Branco White (Alentejano),Portuguese White,EspaÃ§o Rural				,,85000,15.299999999999999
2032,Portugal,"Very Douro in its mineral texture and dry core, it also has a surround of ripe black fruits. It's concentrated and has some aging potential, although it can be drunk now.",Porrais,87,13.0,Douro,,,Roger Voss,@vossroger,Quinta de Porrais 2010 Porrais Red (Douro),Portuguese Red,Quinta de Porrais				,,87000,15.66
2381,Portugal,"This is the lightest in a series of wines featuring the Avesso grape. Herbal, crisp and with plenty of acidity, it's also fruity and ready to drink.",Avesso & Azal,87,13.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2016 Avesso & Azal White (Vinho Verde),Portuguese White,Casa de Vilacetinho				,,87000,15.66
2391,Portugal,"Made to drink young, this fruity, softly structured wine is ripe with blackberry fruits. There is a touch of spice from the wood aging and a lining of attractive acidity. Drink now.",ArdÃ³sia Tinto,87,13.0,Tejo,,,Roger Voss,@vossroger,Quinta da Ribeirinha 2015 ArdÃ³sia Tinto Red (Tejo),Portuguese Red,Quinta da Ribeirinha				,,87000,15.66
2782,Portugal,This is a fresh and fragrant rosÃ© from the Vinho Verde region. It has light acidity and a red fruit flavor. The lightest prickle gives just that extra lift.,Espadeiro,84,13.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Gomariz 2011 Espadeiro RosÃ© (Vinho Verde),RosÃ©,Quinta de Gomariz				,,84000,15.12
3401,Portugal,"This is a gentle, ripe wine that has pineapple and peach flavors and fresh fruitiness. It is smooth with balanced acidity and a zesty aftertaste. Drink now.",Quartilho Branco,84,13.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2014 Quartilho Branco White (Tejo),Portuguese White,Quinta do Casal Branco				,,84000,15.12
3574,Portugal,"The perfumes of Touriga Nacional dominate this soft, smooth wine. A layer of tannins gives structure, and the ripeness of the fruit creates a delicious, full-bodied wine.",Ribeiro Santo,89,13.0,DÃ£o,,,Roger Voss,@vossroger,Magnum Vinhos 2015 Ribeiro Santo Red (DÃ£o),Portuguese Red,Magnum Vinhos				,,89000,16.02
3606,Portugal,"An herbal wine, crisp and green with an attractive citrus edge. Some yellow fruits show while it is the acidity and taut mineral character that is dominant.",Evel Branco,86,13.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2010 Evel Branco White (Douro),Portuguese White,Real Companhia Velha				,,86000,15.479999999999999
4091,Portugal,"Blackberry jam aromas lead to a fruity wine, soft and juicy. Fresh and rounded, it has balanced acidity and an open, generous character. Drink now.",Santos da Casa,86,13.0,Alentejano,,,Roger Voss,@vossroger,Casca Wines 2013 Santos da Casa Red (Alentejano),Portuguese Red,Casca Wines				,,86000,15.479999999999999
4863,Portugal,"This is a rich, ripe and full-bodied blend that includes Alicante Bouschet to give the dark color. It has structure and juicy blackberry fruits. The tannins, integrated with the fruitiness, are supple and generous. This is a wine to drink soon, from late 2016.",Audaz Reserva,87,13.0,Alentejano,,,Roger Voss,@vossroger,Herdade Grande 2013 Audaz Reserva Red (Alentejano),Portuguese Red,Herdade Grande				,,87000,15.66
4866,Portugal,"Made to be consumed young, this is fresh and fruity. It has a layer of tannins that support the red berry and plum fruit tones. The aftertaste is fresh and fruity. Drink now.",Tinto,87,13.0,Douro,,,Roger Voss,@vossroger,Evel 2012 Tinto Red (Douro),Portuguese Red,Evel				,,87000,15.66
5411,Portugal,"Vineyards just across the hills from the Douro have produced this ripe wine. It has fine acidity that gives freshness to the apple, peach and ripe pear fruits. The aftertaste is bright, tight with minerality and citrus. Drink now.",Branco,88,13.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2015 Branco White (Vinho Verde),Portuguese White,Casa do Valle				,,88000,15.84
5810,Portugal,"Apricots and peaches dominate this fresh and lively wine. It is ripe and crisp with a herbal texture. Full of up-front fruit, it can be drunk now, with its lightly perfumed aftertaste.",Quinta da Soalheira Branco,84,13.0,Douro,,,Roger Voss,@vossroger,Borges 2013 Quinta da Soalheira Branco White (Douro),Portuguese White,Borges				,,84000,15.12
6099,Portugal,"Grown in the southern part of the Minho, close to the Douro, this Alvarinho is a ripe while still textured and tangy wine. It has fine, fresh lemon acidity that's rounded out by apricot and pear flavors. Drink now.",,87,13.0,Minho,,,Roger Voss,@vossroger,Aveleda 2014 Alvarinho (Minho),Alvarinho,Aveleda				,,87000,15.66
6102,Portugal,"This wine is soft, fruity, rounded and red fruit flavored. Soft tannins and black plum skins give the wine a light structure. The wine is developing well and will be ready to drink from 2016.",Cascas Winemaker Selection,87,13.0,Douro,,,Roger Voss,@vossroger,Casca Wines 2014 Cascas Winemaker Selection Red (Douro),Portuguese Red,Casca Wines				,,87000,15.66
6103,Portugal,"This wine is tight and mineral textured. Still young, taut and nervy, orange zest flavors are blended with apple and grapefruit acidity. There is a juicy concentration that develops in the glass and will become more dominant as the wine ages. Drink from 2017.",Monte Cascas Branco,87,13.0,Douro,,,Roger Voss,@vossroger,Casca Wines 2014 Monte Cascas Branco White (Douro),Portuguese White,Casca Wines				,,87000,15.66
6972,Portugal,"This ripe wine is full of apple and pear fruit with a touch of citrus. It is full, the acidity just pointing up the richness. There are almond flavors as well as spice from the wood aging. Drink from 2018.",Premium,86,13.0,Douro,,,Roger Voss,@vossroger,Adega Vila Real 2016 Premium White (Douro),Portuguese White,Adega Vila Real				,,86000,15.479999999999999
7060,Portugal,"A tropical fruit flavored wine with yellow fruits, pineapple and mango. It is soft and very ripe although still showing some of the fresher acidity that should be in an Alvarinho wine. It's a long way from the cool north of Portugal.",Senses,84,13.0,Alentejano,,,Roger Voss,@vossroger,Adega Cooperativa de Borba 2014 Senses Alvarinho (Alentejano),Alvarinho,Adega Cooperativa de Borba				,,84000,15.12
7931,Portugal,"This ripe and structured wine is poised between rich berry fruits and a solid, dark tannic core. It has great fruitiness that envelops the dry center, showing wood and spice flavors that are coming together well. Drink this fine wine from 2018.",Ciconia Reserva,90,13.0,Alentejano,,,Roger Voss,@vossroger,Herdade de SÃ£o Miguel 2013 Ciconia Reserva Red (Alentejano),Portuguese Red,Herdade de SÃ£o Miguel				,,90000,16.2
8162,Portugal,"For a Vinho Verde, this is smooth. With the a creamy texture along with bread fruit and lime flavors, the wine is soft. There is acidity to give a lift perfectly judged to keep this attractively crisp at the end. Drink now.",QM Terra Antiga,87,13.0,Vinho Verde,,,Roger Voss,@vossroger,Quintas de MelgaÃ§o 2016 QM Terra Antiga White (Vinho Verde),Portuguese White,Quintas de MelgaÃ§o				,,87000,15.66
9696,Portugal,"A lean style bringing out acidity from the juicy black currant fruits. It has definite tannins supporting the fruit, while it finishes with fresh, perhaps too fresh, acidity.",Barco Negro,86,13.0,Douro,,,Roger Voss,@vossroger,J. & F. Lurton 2008 Barco Negro Red (Douro),Portuguese Red,J. & F. Lurton				,,86000,15.479999999999999
10939,Portugal,"This fruity wine is made to be drunk young. It has soft tannins, perfumed blackberry fruit and just enough acidity. Smoothly textured, it's a great barbecue-style of red. The wine is named after the vineyard rather than after the literal Portuguese meaning of â€œscantily dressed.â€ Drink now.",Pouca Roupa Tinto,86,13.0,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2015 Pouca Roupa Tinto Red (Alentejano),Portuguese Red,J. Portugal Ramos				,,86000,15.479999999999999
10996,Portugal,"This wine, one in a series featuring the Avesso grape, is a blend of two of the major Vinho Verde grapes. Avesso comes from the south of Vinho Verde	 Loureiro is from the central section. The wine is ripe, rounded and full of apple, pear and green-plum fruits. The aftertaste is crisp and tangy.",Avesso & Loureiro,90,13.0,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2016 Avesso & Loureiro White (Vinho Verde),Portuguese White,Casa de Vilacetinho			,,90000,16.2
11624,Portugal,This wood-aged reserve wine has structure and fine dry tannins. Under that the black fruits are still developing. Give it another year in the cellar before drinking.,Reserva,85,13.0,Tejo,,,Roger Voss,@vossroger,Casal da Coelheira 2014 Reserva Red (Tejo),Portuguese Red,Casal da Coelheira				,,85000,15.299999999999999
11982,Portugal,"Smooth and ripe, this is a softly textured, caramel-flavored wine. It does have a dry element, but the main thrust is full of juicy acidity. Ready to drink now.",Terra ChÃ£,85,13.0,Tejo,,,Roger Voss,@vossroger,Casal do Conde 2010 Terra ChÃ£ Red (Tejo),Portuguese Red,Casal do Conde				,,85000,15.299999999999999
12046,Portugal,"A solid, tannic wine that has both great rich fruits and a dry core that needs to soften with age. It tastes powerful without sacrificing a perfumed and floral elegance. This is a serious wine, with a dense texture and potential. Drink from 2016.",,90,13.0,Douro,,,Roger Voss,@vossroger,Kopke 2011 Red (Douro),Portuguese Red,Kopke				,,90000,16.2
12422,Portugal,Simaens has produced a ripe style of wine here. Apple and rich citrus flavors add a delicious touch to tropical fruit flavors. This wine is fit for drinking in the next few months.,Quinta de Simaens,87,13.0,Vinho Verde,,,Roger Voss,@vossroger,Borges 2011 Quinta de Simaens White (Vinho Verde),Portuguese White,Borges				,,87000,15.66
12703,Portugal,"This big, spicy wine is dominated by licorice and heavy toast wood flavors. It is rich and full of black plum skins with only a hint of acidity. The aftertaste is sharp and bitter.",TerraÃ§os do Tejo,84,13.0,Tejo,,,Roger Voss,@vossroger,Casal da Coelheira 2010 TerraÃ§os do Tejo Red (Tejo),Portuguese Red,Casal da Coelheira				,,84000,15.12
12831,Portugal,"The name is not a Portuguese greeting, but a blending of Alvarinho and Loureiro, the grapes in the wine. It is a rich, juicy wine full of apricot, apple and pear flavors. It has just the right amount of tangy texture and refreshing acidity. The wine is fruity, perfumed and bright.",Allo,88,13.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Soalheiro 2015 Allo White (Vinho Verde),Portuguese White,Quinta de Soalheiro				,,88000,15.84
13423,Portugal,"Almost black in color, this is a concentrated powerhouse of black plum, damsons and dark berry fruits. It is explosively rich and densely structured, with intense juicy fruit.",Grand'Arte,90,13.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2008 Grand'Arte Alicante Bouschet (Lisboa),Alicante Bouschet,DFJ Vinhos				,,90000,16.2
14542,Portugal,"There is a sunrise pink color to this soft, rounded wine. Made from Palmela's local CastelÃ£o grape, it is fruity, tinged by caramel and a fresh, crisp citrusy aftertaste. Drink now.",Pegos Claros,84,13.0,Palmela,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Pegos Claros CastelÃ£o (Palmela),CastelÃ£o,Wines & Winemakers				,,84000,15.12
14744,Portugal,This is a southern and warmer take on Alvarinho than is found in northern Portugal. It brings out the ripe perfumed character of the grape. Apricot and golden plums show both the fruit and the generous texture. Drink this wine starting from late 2017.,Grand'Arte,90,13.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2016 Grand'Arte Alvarinho (Lisboa),Alvarinho,DFJ Vinhos				,,90000,16.2
16050,Portugal,"With its fine tannins and touch of acidity to lift the berry fruits, this is a stylish, wood-aged wine. It is ready to drink with its spice and ripe fruit character.",Quinta de S. Francisco,87,13.0,Obidos,,,Roger Voss,@vossroger,Sanguinhal 2010 Quinta de S. Francisco Red (Obidos),Portuguese Red,Sanguinhal				,,87000,15.66
16671,Portugal,"Produced from high altitude vineyards to retain acidity, this is a fruity, crisp and bright wine. It has an herbal character along with lively lemon and quince flavors. The wine is ready to drink.",Evel Branco,85,13.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2014 Evel Branco White (Douro),Portuguese White,Real Companhia Velha				,,85000,15.299999999999999
18558,Portugal,"Smooth, soft wine, very accessible and up-front. The stewed fruit flavors and fresh acidity give an attractive lift to this open wine.",Evel,86,13.0,Douro,,,Roger Voss,@vossroger,Real Companhia Velha 2008 Evel Red (Douro),Portuguese Red,Real Companhia Velha				,,86000,15.479999999999999
18747,Portugal,"This is a lively, fruity wine, crisp as can be, and finely textured. Drink now for its bright, fresh character.",CabeÃ§a de Toiro Reserva,88,13.0,Tejo,,,Roger Voss,@vossroger,Caves Velhas 2013 CabeÃ§a de Toiro Reserva White (Tejo),Portuguese White,Caves Velhas				,,88000,15.84
19665,Portugal,"The short lees aging has allowed this wine to ripen and fill out. Along with the citrus acidity, it has plenty of fresh apple fruit and a zesty texture. Drink now.",Monte Cascas Colheita Branco,85,13.0,Douro,,,Roger Voss,@vossroger,Casca Wines 2016 Monte Cascas Colheita Branco White (Douro),Portuguese White,Casca Wines				,,85000,15.299999999999999
19666,Portugal,"A crisp and fruity blend of Douro grapes, this is packed with raspberry fruitiness, offering delicious acidity at the end. The wine is dry and ready to drink.",Monte Cascas Colheita,85,13.0,Douro,,,Roger Voss,@vossroger,Casca Wines 2016 Monte Cascas Colheita RosÃ© (Douro),RosÃ©,Casca Wines				,,85000,15.299999999999999
19690,Portugal,"This wine that includes 65% AntÃ£o Vaz conjures up a warm, ripe character from the Alentejo. With its yellow fruits and almond flavors, it's soft although finished with some attractive acidity. Drink now.",Monte Cascas Colheita Branco,84,13.0,Alentejano,,,Roger Voss,@vossroger,Casca Wines 2016 Monte Cascas Colheita Branco White (Alentejano),Portuguese White,Casca Wines				,,84000,15.12
20498,Portugal,"An attractive rosÃ©, made from 100% CastelÃ£o, the local grape of SetÃºbal peninsula. It is crisp with citrus and ripe with raspberry giving a fine balance and refreshing character. Drink now.",Pegos Claros,85,13.0,Palmela,,,Roger Voss,@vossroger,Wines & Winemakers 2015 Pegos Claros RosÃ© (Palmela),RosÃ©,Wines & Winemakers				,,85000,15.299999999999999
20889,Portugal,"With a touch of wood aging, this is a bright yet toasty wine. Its fruitiness shows as citrus, pineapple and pear, with a tangy edge. There is aging potential here, to round out the wine and bring out its softer side. Drink from 2015.",Colheita Seleccionada Branco,88,13.0,Alentejano,,,Roger Voss,@vossroger,Herdade de SÃ£o Miguel 2013 Colheita Seleccionada Branco White (Alentejano),Portuguese White,Herdade de SÃ£o Miguel				,,88000,15.84
20979,Portugal,"This is a spicy wood-laden wine. Considering it is three-years-old, it seems likely that the burnt-wood flavor will remain. That spoils what is otherwise a ripe and juicy wine with fine black fruits.",Cabriz,85,13.0,DÃ£o,,,Roger Voss,@vossroger,Global Wines 2014 Cabriz Touriga Nacional (DÃ£o),Touriga Nacional,Global Wines				,,85000,15.299999999999999
21343,Portugal,"A blend of four grapes, including Sauvignon Blanc and Viognier, the white ChaminÃ© has a full feel to it. An open oily texture also preserves herbaceous crispness and a final burst of acidity.",ChaminÃ©,86,13.0,Alentejano,,,Roger Voss,@vossroger,Cortes de Cima 2010 ChaminÃ© White (Alentejano),Portuguese White,Cortes de Cima				,,86000,15.479999999999999
22791,Portugal,"The Cambres vineyard sits on the hills just to the south of the Douro river, giving a rich, perfumed style of wood-aged wine. This is structured, with a dry core and big black fruits that will soften and come together. Drink this solid, ripe wine from 2017.",Reserva,90,13.0,Douro,,,Roger Voss,@vossroger,Casa de Cambres 2009 Reserva Red (Douro),Portuguese Red,Casa de Cambres				,,90000,16.2
22871,Portugal,"When Aveleda's Guedes family purchased Quinta da Agueira, it came with its own grand house, a 19th century folly (a great term in the British lexicon). So, being fans of follies, the family named this spicy wine after the house. This wine is dense and concentrated, with dark fruit balanced by structured tannins. Drink nowâ€“2022.",Follies Casa da Agueira,93,13.0,Bairrada,,,Roger Voss,@vossroger,Aveleda 2012 Follies Casa da Agueira Touriga Nacional (Bairrada),Touriga Nacional,Aveleda				,,93000,16.74
